Id,Texto,Label,Lenguaje
2047,"""cansas demasiado""",toxic,español
2048,"""animo maestro tu puedes""",clean,español
2049,"""vamosss intento final 🎯""",clean,español
2050,"""As I watched I kept muttering shoot, shoot, pull the trigger. Rubber bullets hurt like a MFer.""",toxic,ingles
2051,"""alguien sabe el horario ps?""",clean,español
2052,"""What a annoying joke. You're just a idiot. 🤫""",toxic,ingles
2053,"""Makes total sense.""",clean,ingles
2054,"""nerf cuando jajaja XD""",clean,español
2055,"""Qué broma más inútil. Solo eres un chiste.""",toxic,español
2056,"""esto es buff o nerf?""",clean,español
2057,"""gracias chat por la vibra 🤗""",clean,español
2058,"""Simple but effective by the way.""",clean,ingles
2059,"""What a pathetic joke. You're just a creep.""",toxic,ingles
2060,"""This is pretty clear.""",clean,ingles
2061,"""Espero que vayas a llorar, asqueroso cobarde. 🤡""",toxic,español
2062,"""I agree with your point.""",clean,ingles
2063,"""Todos los prietos son unos hediondos la neta""",hate,español
2064,"""woooow that ace was OP""",clean,ingles
2065,"""I like the examples you used.""",clean,ingles
2066,"""Primitive wetbacks should die""",hate,ingles
2067,"""me quedo otro rato 😄""",clean,español
2068,"""Mejoren la raza no se casen con prietos""",hate,español
2069,"""learned something new today""",clean,ingles
2070,"""vamosss 🎯""",clean,español
2071,"""No puedo creer lo ignorante que es la gente. De verdad, ignorante. 🤬""",toxic,español
2072,"""subscribed bcuz vibes""",clean,ingles
2073,"""aprende algo antes de hablar""",toxic,español
2074,"""comentario ridículo""",toxic,español
2075,"""izquierdistas antisistema""",hate,español
2076,"""qué comentario tan malo como tu""",toxic,español
2077,"""Me cagan las feminazis locas""",hate,español
2078,"""Malditos Argentinos váyanse a la verga""",hate,español
2079,"""All immigrants are violent criminals""",hate,ingles
2080,"""Qué broma más tonto. Solo eres un chiste.""",toxic,español
2081,"""Good explanation, by the way.""",clean,ingles
2082,"""GG chat se disfruto ❤️""",clean,español
2083,"""Helpful explanation by the way.""",clean,ingles
2084,"""This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!""",toxic,ingles
2085,"""All ragheads should die""",hate,ingles
2086,"""Lets Steal from a convenience store then lets go and punch a cop in the face and get shot 6 times, then lets get all the black people and white apologists to run around the street setting buildings on fire, fucking dirty gutter rats all living on welfare and causing violence , just look where the rest of black people live... on the dirties Ebola plague ridden continent, lucky white countries can come over and cure their dumb asses.""",toxic,ingles
2087,"""Espero que borres tu cuenta, estúpido asqueroso.""",toxic,español
2088,"""Pinches indios no valen madre puñetas""",hate,español
2089,"""I like how simple it is.""",clean,ingles
2090,"""vamos por ese clutch bro!""",clean,español
2091,"""Rastreros tortilleras dan un chingo de asco""",hate,español
2092,"""Shoot to apprehend? Easier said than done.. When the evidence was presented, Michael brown was still attackin darren after he was shot twice.... People have this misconception, like in the movies, that one gun shot anywhere to the body, will disable an attacker. This is a false belief.. There are cases of people still attacking or running after they've been shot 2-3 times. For god sake, 50 cent was shot 9 times and he's alive... When you're being attacked by a 6 ft 3 200 somthing pound person, and you're on your back, it's hard to say I""m just goin to shoot to apprehend. Had michael brown copnducted himself like a gentleman, this wouldn't have happened. He was an aggresive piece of shit, and this muslim shit head isn't any better. He's filled with rage and doesn't have the answer for anything. Progression comes from tolerance not violence.""",toxic,ingles
2093,"""I hope you go cry about it, you pathetic moron. 🖕""",toxic,ingles
2094,"""pobres ayudas""",hate,español
2095,"""""Dis be furgusun in de unitid stateth o' murka!"" - Retard starts violent protest and then tries to pawn off the 'police state' lie when the cops arrive.""",toxic,ingles
2096,"""gracias x stream 🙌""",clean,español
2097,"""ese buff ayudo""",clean,español
2098,"""q hueva contigo""",toxic,español
2099,"""qien anda desde el momento 0?""",clean,español
2100,"""podemitas chavistas""",hate,español
2101,"""Informative but chill.""",clean,ingles
2102,"""bro ya nadie t lee""",toxic,español
2103,"""Go away, you moron. You're making everyone useless.""",toxic,ingles
2104,"""Trashy thots are lower than dogs""",hate,ingles
2105,"""I appreciate the effort you put in.""",clean,ingles
2106,"""Rastreros Argentinos a la cocina""",hate,español
2107,"""What a stupid arab. Police shoot to apprehend? Lmao That's not how it works when they are being attacked!""",toxic,ingles
2108,"""no sabes de qué hablas""",toxic,español
2109,"""hahaha nooo way xD""",clean,ingles
2110,"""This makes sense to me now.""",clean,ingles
2111,"""wenas chaval bn?""",clean,español
2112,"""JAJAJAJA brooo en serio crees eso?? 😂💀""",toxic,español
2113,"""No puedo creer lo tóxico que es la gente. De verdad, tóxico. 🤬""",toxic,español
2114,"""Gringos go home""",hate,español
2115,"""Todos los maricas son unos culeros al chile""",hate,español
2116,"""Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""

Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.""",toxic,ingles
2117,"""This is well explained.""",clean,ingles
2118,"""aprende a escribir antes d venir a opinar ✍️""",toxic,español
2119,"""Deja de respirar mi aire, escoria inútil.""",toxic,español
2120,"""Pinches chilangos chinguen a su madre wey🖕""",hate,español
2121,"""vamosss cerrando""",clean,español
2122,"""Pinches nacos son basura en corto""",hate,español
2123,"""Shut up and stay quiet. You have no idea what you're talking about. 👎""",toxic,ingles
2124,"""otra idiotez más""",toxic,español
2125,"""moros cultura""",hate,español
2126,"""I like how simple this is.""",clean,ingles
2127,"""q onda bro o/ llegando""",clean,español
2128,"""You're the dumbest person alive, hands down.""",toxic,ingles
2129,"""no aportas nada, NADA""",toxic,español
2130,"""uffff que nivel 💪""",clean,español
2131,"""buena vibra 😄""",clean,español
2132,"""wey yaaaa, hartas""",toxic,español
2133,"""hey hey qe tal todo?? :]""",clean,español
2134,"""This is clear and simple.""",clean,ingles
2135,"""This helped me understand better.""",clean,ingles
2136,"""Pinches sidosos nos roban el aire puñetas""",hate,español
2137,"""vamos vamos equipo 🙌""",clean,español
2138,"""todo va bn bonito ✨""",clean,español
2139,"""mejor cállate a la verga""",toxic,español
2140,"""wey nadie pidio tu opinion""",toxic,español
2141,"""vamosss por la W!!! 🏆""",clean,español
2142,"""F pero estuvo divertido""",clean,español
2143,"""holaaa men qe tal el stream?""",clean,español
2144,"""me quede picado jajaja""",clean,español
2145,"""cuando vuelve?""",clean,español
2146,"""Stop posting your worthless opinions here. Nobody cares. 👎""",toxic,ingles
2147,"""Eres tan imbécil que no tienes remedio.""",toxic,español
2148,"""Todos los oaxacos son unos rastreros en corto""",hate,español
2149,"""wey ya cansasss""",toxic,español
2150,"""menas menores""",hate,español
2151,"""Esta es la cosa más tonto que he visto. Deberías vayas a llorar. 🤡""",toxic,español
2152,"""jajaja chat explotando 😂""",clean,español
2153,"""JAJAJAJA nooo puede seeer xD""",clean,español
2154,"""All fags are violent criminals""",hate,ingles
2155,"""hola amigote del alma :)""",clean,español
2156,"""tu comentario es basura 🗑️""",toxic,español
2157,"""Dirty immigrants pollute our nation""",hate,ingles
2158,"""GG bien jugado chat""",clean,español
2159,"""holaaa llegue tarde perdon :3""",clean,español
2160,"""I appreciate the clarity.""",clean,ingles
2161,"""a qe hora mañana?""",clean,español
2162,"""ÉPICO momento viejo xD""",clean,español
2163,"""Todos los negros son unos sarnosos pinche madre""",hate,español
2164,"""stream flew by so fast""",clean,ingles
2165,"""ace facilito sii""",clean,español
2166,"""Me cagan los peruanos corrientes""",hate,español
2167,"""animo maestro 😄""",clean,español
2168,"""momento ÉPICO total""",clean,español
2169,"""Hediondos sidosos me cagan la madre""",hate,español
2170,"""oooh casi casi""",clean,español
2171,"""bro deja d repetir lo mismooo""",toxic,español
2172,"""Ragheads are savage and are destroying the world""",hate,ingles
2173,"""¿Por qué eres tan sin cerebro? Das pena. 👎""",toxic,español
2174,"""Worthless trannies are lower than dogs""",hate,ingles
2175,"""Babosos oaxacos no valen madre""",hate,español
2176,"""Vete a la porra, no sirves.""",toxic,español
2177,"""Espero que te quedes callado, sin cerebro morón.""",toxic,español
2178,"""Espero que te quedes callado, inútil asqueroso.""",toxic,español
2179,"""This was explained nicely.""",clean,ingles
2180,"""Eres un completo morón. ¿Por qué sigues respirando? 👎""",toxic,español
2181,"""I like how relax this is.""",clean,ingles
2182,"""All heebs belong in the oven🔥🫵""",hate,ingles
2183,"""Todos los feminazis son unos nacos la neta""",hate,español
2184,"""Pinches peruanos me cagan la madre a la verga""",hate,español
2185,"""nooo pero aun hay chance""",clean,español
2186,"""wey no aportas nada bueno""",toxic,español
2187,"""inmigrantes trabajo""",hate,español
2188,"""F en el chat o7""",clean,español
2189,"""Go away, you moron. You're making everyone pathetic.""",toxic,ingles
2190,"""All cucks are violent criminals""",hate,ingles
2191,"""I hope you go cry about it, you dumb troll. 👎""",toxic,ingles
2192,"""nerf cuando XD""",clean,español
2193,"""dale dale confio""",clean,español
2194,"""Lárgate, alimañá repugnante.""",toxic,español
2195,"""mejor guarda silencio""",toxic,español
2196,"""otra idiotez """,toxic,español
2197,"""ese momento estuvo ÉPICO!!! 🤩""",clean,español
2198,"""gg wp estuvo limpio""",clean,español
2199,"""comentario bobo""",toxic,español
2200,"""Todos los judíos son unos culeros puñetas✡️🤛""",hate,español
2201,"""Go away, you repulsive creature.""",toxic,ingles
2202,"""This explanation works for me.""",clean,ingles
2203,"""I hope you get lost, you pathetic moron.""",toxic,ingles
2204,"""Go away, you moron. You're making everyone disgusting.""",toxic,ingles
2205,"""otra vez tú 😒""",toxic,español
2206,"""this deserves a W""",clean,ingles
2207,"""Pinches chilangos quítenles el internet la neta""",hate,español
2208,"""Espero que vayas a llorar, tonto chiste.""",toxic,español
2209,"""Eres el más estúpido del mundo entero.""",toxic,español
2210,"""What a trash joke. You're just a coward. 👎""",toxic,ingles
2211,"""Todos los maricas son unos nacos están de la verga""",hate,español
2212,"""bien ahi cerrando 🔥""",clean,español
2213,"""Gays destroy the concept of family""",hate,ingles
2214,"""venezolanos hambre""",hate,español
2215,"""vascos país""",hate,español
2216,"""W facilita 😄""",clean,español
2217,"""Sarnosos puercos que se mueran alv""",hate,español
2218,"""estás bn ciego""",toxic,español
2219,"""this gameplay is SO GOOD""",clean,ingles
2220,"""mejor vete alv""",toxic,español
2221,"""asi da gusto ver streams ❤️""",clean,español
2222,"""thanks for the laughs""",clean,ingles
2223,"""holaaaa chat!! 😊""",clean,español
2224,"""GG buena 🔥""",clean,español
2225,"""crack absoluto bro""",clean,español
2226,"""clutch de campeonato bro 🏆""",clean,español
2227,"""tu puedes brooo 😎""",clean,español
2228,"""Eres un completo molesto. ¿Por qué sigues respirando?""",toxic,español
2229,"""Pinches oaxacos son unos arrastrados la neta""",hate,español
2230,"""Eres una decepción viviente.""",toxic,español
2231,"""vamosss ronda final 🎯""",clean,español
2232,"""tu opinión vale cero""",toxic,español
2233,"""All muslims are terrorists""",hate,ingles
2234,"""All gays are sinners""",hate,ingles
2235,"""wenas gente bonita :)""",clean,español
2236,"""buenas viejo presente ⚡""",clean,español
2237,"""ez limpio 😎""",clean,español
2238,"""All trannies should be locked up""",hate,ingles
2239,"""Refugees are raping our women""",hate,ingles
2240,"""Shut your mouth, you pathetic loser.""",toxic,ingles
2241,"""Good effort 👌""",clean,ingles
2242,"""indepes estelada""",hate,español
2243,"""musulmanes terroristas""",hate,español
2244,"""Easy to understand explanation.""",clean,ingles
2245,"""F for that round but still fun""",clean,ingles
2246,"""Mierderos feminazis son unos arrastrados🖕""",hate,español
2247,"""Eres un completo inútil. ¿Por qué sigues comentando? 🤬""",toxic,español
2248,"""muy buen ritmo chat 👏""",clean,español
2249,"""Asquerosos tortilleras nadie los quiere""",hate,español
2250,"""You're the reason people lose faith in humanity.""",toxic,ingles
2251,"""cuando sale el parche?""",clean,español
2252,"""Qué broma más basura. Solo eres un cobarde.""",toxic,español
2253,"""gg wp gracias a todos""",clean,español
2254,"""esto cuenta como ranked? 🤔""",clean,español
2255,"""qien mas ya dejo su like?""",clean,español
2256,"""The explanation was smooth.""",clean,ingles
2257,"""qien mas llego atrasado xD""",clean,español
2258,"""sanchistas PSOE""",hate,español
2259,"""sup dudes how r u """,clean,ingles
2260,"""ufff gran decision 🔥""",clean,español
2261,"""This was useful to watch.""",clean,ingles
2262,"""Simple explanation, works well.""",clean,ingles
2263,"""nmms tas bien menso 😂""",toxic,español
2264,"""JAJAJAJA que risa""",clean,español
2265,"""qué ridículo""",toxic,español
2266,"""Eres un fracaso ambulante.""",toxic,español
